Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
10-08-2023,23,33.4,27.8,82,3.5,2.2,3,150,1,C 
11-08-2023,23.8,34,28.3,82,0,7.7,3,150,1,C 
12-08-2023,23.6,32.8,27.6,86,0,6.9,3,190,1,C 
13-08-2023,24.6,32.2,28.1,86,0,6.2,4,130,1,C 
14-08-2023,24.6,31.8,26.7,88,0,3.8,5,330,1,C 
15-08-2023,22.8,31.6,27.1,84,17,3.5,3,240,1,C 
16-08-2023,22.8,33,28,85,0,4.6,4,130,1,C 
17-08-2023,23.8,33.4,26.2,92,14.2,5.7,4,120,1,C 
18-08-2023,23.4,30.2,26.1,90,26.2,2.9,3,100,1,C 
19-08-2023,23.4,30.4,26.8,91,0,0,4,230,1,C 
20-08-2023,23.6,32.4,27.7,85,0.5,1.3,4,230,2,SE
21-08-2023,23.2,30.2,26.5,89,15.7,4.7,4,210,1,C 
22-08-2023,23,33.4,27.5,84,4,2.8,4,140,1,C 
23-08-2023,22.8,33.8,27.3,82,0,8.5,4,150,1,C 
24-08-2023,23,33.4,26.7,88,0,8,3,190,1,C 
25-08-2023,23.8,33.6,26.9,88,21.3,4.9,3,100,1,C 
26-08-2023,23.6,32.6,26.6,88,6,7,4,200,1,C 
27-08-2023,23.8,32,27.1,86,7.6,5.7,4,120,1,C 
28-08-2023,23.8,32.4,27.4,86,0,5.8,6,250,1,C 
29-08-2023,22.4,32.5,26.8,87,48.5,4.1,3,180,0,C 
30-08-2023,23.4,31,27.5,89,0,2,3,190,1,C 
31-08-2023,24.6,33.2,28.5,78,0,0.2,5,180,1,C 
01-09-2023,24,33.6,27.9,81,0,5.7,4,250,1,C 
01-09-2023,24,33.6,27.9,81,0,5.7,4,250,1,C 
02-09-2023,22.6,33.6,27.3,82,0,7.8,3,190,1,C 
03-09-2023,23,33,27.6,84,0,6.3,5,120,2,C 
04-09-2023,24,32.4,28.5,75,0,5.9,4,160,2,S 
05-09-2023,25,31.6,27.6,78,0,5.9,3,150,1,C 
06-09-2023,25,29,26,92,0,0.4,4,180,1,C 
07-09-2023,22.8,31.2,26.4,87,5.5,0,3,110,1,C 
08-09-2023,23,34.2,27.6,84,0,0.4,4,150,1,C 
09-09-2023,24,28.8,26.1,94,8888,6,3,350,1,C 
10-09-2023,22.8,30.8,25.8,90,7.2,0.4,4,70,1,C 
11-09-2023,22.6,32.8,27.7,83,1.2,3.3,3,140,1,C 
12-09-2023,24,32.4,27.9,82,0,4.5,4,160,1,C 
13-09-2023,24,34.2,28.4,78,0,2.7,3,130,1,C 
14-09-2023,24.6,35,28.5,78,0,7.8,4,140,1,C 
15-09-2023,23.8,34.6,29.2,78,0,6.7,4,140,2,C 
16-09-2023,24.6,34.4,28.7,77,0,7.6,5,120,2,C 
17-09-2023,24.7,33.2,27.9,86,0,7.9,4,150,2,C 
18-09-2023,24,34.2,27.8,82,0,3.2,4,110,1,C 
19-09-2023,24,35.5,26.8,89,8888,5.2,4,230,1,C 
20-09-2023,23.8,32.6,26.6,91,17.5,6.3,5,150,1,C 
21-09-2023,22.8,33,26.4,90,10,3.7,6,110,1,C 
22-09-2023,23.2,32.8,27.5,87,6,2.2,3,60,1,C 
23-09-2023,23.8,33.6,28.8,84,0,6.1,3,50,1,C 
24-09-2023,24.9,27.2,25.6,94,7.5,6.6,3,230,1,C 
25-09-2023,22.5,33.2,27,85,0.3,0,3,170,1,C 
26-09-2023,22.6,34.4,29,76,0,6.9,5,150,2,C 
27-09-2023,23.6,34.2,28.1,77,0,8.8,5,140,1,C 
28-09-2023,22.8,34.4,28,78,0,7.7,4,200,2,C 
29-09-2023,23.4,34.2,28.4,78,0,8.6,3,150,1,C 
30-09-2023,24.8,32,28.1,87,0,7.6,2,220,0,C 
01-10-2023,25.4,33,28.5,85,0,0.3,3,230,1,C 
01-10-2023,25.4,33,28.5,85,0,0.3,3,230,1,C 
02-10-2023,23.6,34,28.3,82,0,1,3,200,1,C 
03-10-2023,23.8,28.5,26.7,93,1.4,5.8,4,260,0,C 
04-10-2023,24.2,33.2,28.2,86,26.3,0,3,120,1,C 
05-10-2023,24.2,34.4,28.8,84,0,3.9,4,140,1,C 
06-10-2023,24.6,34,27.1,88,0,6.1,5,230,1,C 
07-10-2023,24,34.8,28.5,79,11,5.5,3,100,1,C 
08-10-2023,23,34.6,28.5,82,0,6.6,3,160,1,C 
09-10-2023,24,33.6,26.3,93,0,8.1,4,220,1,C 
10-10-2023,23.6,34.6,27.2,88,8888,1.5,4,100,1,C 
11-10-2023,23,33.6,27,89,5.5,7.6,3,220,1,C 
12-10-2023,23,34.6,28,88,0,4.8,3,90,0,C 
13-10-2023,24,34.6,28.9,86,8888,5.7,3,100,1,C 
14-10-2023,24.2,35.1,28.9,86,0,6.7,4,170,1,C 
15-10-2023,24,34.1,28.7,84,0,7.9,3,190,1,C 
16-10-2023,24.6,34.8,29.5,81,0,5.7,3,180,1,C 
17-10-2023,25,34.8,28.9,80,0,7.2,4,150,1,C 
18-10-2023,25.2,32,28.3,84,0,6.1,4,130,1,C 
19-10-2023,24.9,33.7,27.5,90,0,0.2,3,110,1,C 
20-10-2023,23.6,34,26.9,89,0,3.9,4,130,1,C 
21-10-2023,23.9,35.2,27.5,87,0.2,3.9,4,50,1,C 
22-10-2023,24.2,31.2,27.3,90,1.5,6.7,2,230,1,C 
23-10-2023,,,,,,,,,,
24-10-2023,24,34,26.1,92,0,6.5,5,220,1,C 
25-10-2023,22.5,34,27.4,84,1,3,4,240,1,C 
26-10-2023,23.2,34,27.5,85,0.7,6.8,3,200,1,C 
27-10-2023,23.6,34.2,28.4,84,0,6.8,3,230,1,C 
28-10-2023,23.8,32.4,26.9,90,0,4.1,4,120,0,C 
29-10-2023,23.4,32.3,26.2,93,1.5,2.9,4,180,1,C 
30-10-2023,24,34,27.9,84,7.5,3.7,5,110,1,C 
31-10-2023,24,34,27.9,88,8888,5.1,3,200,1,C 
01-11-2023,24.3,33.6,26.6,89,0.2,4.1,5,210,1,C 
01-11-2023,24.3,33.6,26.6,89,0.2,4.1,5,210,1,C 
02-11-2023,23.8,34.6,27.2,85,6.8,6.1,2,40,0,C 
03-11-2023,23.2,34.8,28.8,80,0.5,4.9,3,110,1,C 
04-11-2023,23.6,34.2,26.3,89,0,8.2,4,170,1,C 
05-11-2023,23.2,34.2,26.9,89,29,5.1,4,120,1,C 
06-11-2023,23.4,34,27.7,86,0.3,6.9,3,220,0,C 
07-11-2023,23.8,34.6,27.5,88,0.8,5.5,4,60,1,C 
08-11-2023,24,34,27.6,88,0.2,6,3,90,1,C 
09-11-2023,24,30.8,24.7,96,19.3,5.8,4,100,1,C 
10-11-2023,22.6,33.6,28,86,14.5,1.2,3,210,1,C 
11-11-2023,22.6,33.6,29,87,0,6,3,320,1,C 
12-11-2023,25.2,34.2,27.9,87,1,5.4,4,200,1,C 
13-11-2023,24.2,34.6,28,86,8888,4.7,4,210,1,C 
14-11-2023,24.6,31.8,24.8,95,0,7.2,6,170,1,C 
15-11-2023,22.4,35,28.9,84,50.5,1.9,2,250,1,C 
16-11-2023,22.8,32.2,27.8,91,0,7.7,3,350,1,C 
17-11-2023,25.2,34.2,27,89,2.4,3.6,5,30,1,C 
18-11-2023,24.1,34,27.4,89,62,4.8,4,20,1,C 
19-11-2023,24.4,32.6,27.5,87,0,3.5,3,50,1,C 
20-11-2023,23.6,33.6,28.8,85,0.5,4.7,4,210,1,C 
21-11-2023,23.8,28.8,25.7,94,1,6,2,250,1,C 
22-11-2023,24,31.4,27.1,90,27.9,0,4,50,1,C 
23-11-2023,24,33.2,27.9,88,0,2.6,3,220,1,C 
24-11-2023,24.6,32,27.1,89,8,3.8,3,360,1,C 
25-11-2023,23.7,30.2,26.3,93,4.1,2.7,2,200,0,C 
26-11-2023,23.6,32,27.1,89,0.5,0,3,300,1,C 
27-11-2023,23.8,29.2,26.1,93,42.5,3.5,2,300,0,C 
28-11-2023,23.8,33.2,26.8,90,0,0,3,40,0,C 
29-11-2023,23.9,32.4,28.1,86,0.4,5.3,2,50,0,C 
30-11-2023,24.6,29,24.5,97,0,4.5,3,280,1,C 
01-12-2023,23.2,31.6,26.8,88,23.7,0.2,3,40,1,C 
01-12-2023,23.2,31.6,26.8,88,23.7,0.2,3,40,1,C 
02-12-2023,23.6,33.9,28,86,0,2.8,4,350,2,N 
03-12-2023,24,29.4,26.2,95,69,8.7,3,250,0,C 
04-12-2023,23.9,29.6,26.6,94,8888,0,2,220,0,C 
05-12-2023,23.8,33,27.4,90,1.4,0,4,60,1,C 
06-12-2023,23.6,30.2,26.4,94,14.5,4.3,4,330,1,C 
07-12-2023,24.8,33.4,27.8,87,0.2,0.7,3,10,0,C 
08-12-2023,24.2,32.7,27.9,89,0,6,2,340,1,C 
09-12-2023,24.2,31.4,26.4,95,0,4.4,2,60,0,C 
10-12-2023,24.4,32.1,26.4,93,52.2,0,6,50,1,C 
11-12-2023,24.4,31,26.9,91,0.9,1.8,3,50,1,C 
12-12-2023,24.4,31.2,25.8,95,0.1,2.5,3,10,1,C 
13-12-2023,23.8,33.2,27.8,87,26.5,0.5,4,360,1,C 
14-12-2023,24,33.4,27.1,93,0.6,7.3,5,250,2,C 
15-12-2023,24.6,34.8,28.5,85,0,4.2,5,70,0,C 
16-12-2023,23.9,31.3,27.8,86,16.3,6.3,3,20,0,C 
